Gene	Expression	UWCounts	UWFrac
YDL234C	2460.0	111	0.14859437751
YGL080W	396.0	20	0.152671755725
YNL136W	300.0	54	0.12676056338
YBL002W	443000.0	31	0.234848484848
YNR038W	12700.0	109	0.173015873016
YGL140C	1080.0	237	0.194262295082
YCL029C	300.0	37	0.0839002267574
YJR131W	8260.0	94	0.170909090909
YNL110C	4280.0	30	0.135746606335
YDR367W	3420.0	49	0.220720720721
YIL053W	193000.0	32	0.127490039841
YPL059W	6260.0	19	0.12582781457
YGL253W	114000.0	84	0.172484599589
YAR002C-A	20700.0	44	0.2
YDR444W	2070.0	115	0.167151162791
YOR337W	736.0	121	0.159210526316
YMR010W	937.0	81	0.199507389163
YOR097C	1200.0	33	0.1875
YHR118C	2970.0	67	0.153669724771
YGR024C	1170.0	44	0.18487394958
YOL023W	1400.0	101	0.149187592319
YER154W	6550.0	52	0.129032258065
YBR260C	1500.0	107	0.160419790105
YAL035W	13400.0	130	0.1296111665
YDR001C	1840.0	128	0.170212765957
YIL162W	1780.0	90	0.168855534709
YOL141W	830.0	119	0.170977011494
YBR195C	149.0	74	0.174940898345
YIL039W	1070.0	96	0.20253164557
YMR315W	9600.0	56	0.16
YPL029W	1440.0	111	0.150406504065
YML007W	1620.0	144	0.221198156682
YER063W	6580.0	29	0.132420091324
YDR481C	3060.0	80	0.141093474427
YER014W	5350.0	70	0.12962962963
YPR041W	48300.0	65	0.160098522167
YNL213C	1160.0	27	0.125581395349
YBR058C	3040.0	156	0.199488491049
YLR024C	49.2	375	0.200213561132
YLR071C	319.0	191	0.176361957525
YHL007C	259.0	154	0.163829787234
YDL064W	2600.0	22	0.139240506329
YMR257C	538.0	153	0.191011235955
YDR514C	125.0	73	0.150826446281
YOR253W	2370.0	26	0.146892655367
YOR202W	2100.0	21	0.0950226244344
YDR033W	182000.0	76	0.236760124611
YGL245W	48700.0	112	0.157968970381
YDL119C	1550.0	57	0.185064935065
YKL151C	3870.0	44	0.130177514793
YKL104C	14300.0	136	0.189415041783
YBL091C-A	358.0	17	0.0965909090909
YHR038W	1440.0	39	0.168831168831
YML069W	22400.0	98	0.177215189873
YGR279C	6190.0	71	0.1834625323
YCR073C	56.9	201	0.150900900901
YFL060C	195.0	29	0.130044843049
YDR173C	2720.0	56	0.157303370787
YOR353C	892.0	134	0.169191919192
YCL057W	8910.0	130	0.182328190743
YBR072W	19300.0	28	0.13023255814
YDL173W	1140.0	47	0.158783783784
YJR047C	14200.0	18	0.113924050633
YMR006C	623.0	153	0.216407355021
YAL016W	16900.0	111	0.174528301887
YDR171W	1470.0	45	0.119680851064
YHR011W	405.0	59	0.131991051454
YPL152W	2430.0	68	0.189415041783
YNL077W	125.0	107	0.202268431002
YBR172C	486.0	126	0.17004048583
YDR346C	45200.0	79	0.163900414938
YJL010C	2930.0	119	0.178410794603
YOL077W-A	1320.0	7	0.101449275362
YHR146W	2990.0	71	0.152360515021
YMR023C	768.0	92	0.174573055028
YBR189W	63300.0	29	0.147959183673
YKL064W	259.0	184	0.189690721649
YLR265C	377.0	65	0.189504373178
YKR022C	892.0	46	0.142414860681
YLR287C	9100.0	59	0.165730337079
YPL174C	238.0	152	0.174913693901
YOR070C	206.0	127	0.199059561129
YOL093W	4090.0	27	0.0918367346939
YOL042W	3480.0	70	0.192307692308
YIL070C	4910.0	47	0.176029962547
YCL037C	8430.0	52	0.119540229885
YNL245C	861.0	20	0.111111111111
YNR024W	1350.0	33	0.176470588235
YPL043W	4990.0	97	0.14139941691
YFL014W	4490.0	10	0.0909090909091
YIR009W	504.0	16	0.142857142857
YLR001C	206.0	170	0.196987253766
YHR133C	1900.0	58	0.198630136986
YMR240C	1830.0	51	0.116704805492
YOR303W	2580.0	66	0.160194174757
YMR192W	2010.0	120	0.166435506241
YMR229C	8860.0	315	0.182080924855
YLL038C	1960.0	24	0.0967741935484
YOR056C	4490.0	57	0.123913043478
YOR270C	55700.0	166	0.197384066587
YOL068C	1440.0	99	0.196428571429
YMR182C	1230.0	29	0.13679245283
YBR201W	238.0	23	0.108490566038
YLL043W	907.0	136	0.202985074627
YGL161C	937.0	56	0.180064308682
YDR128W	556.0	215	0.187119234117
YOR193W	382.0	89	0.236074270557
YMR052W	1540.0	34	0.165853658537
YKR076W	1670.0	54	0.145552560647
YOR181W	8580.0	81	0.127760252366
YPR062W	5180.0	20	0.125786163522
YDR528W	259.0	76	0.179245283019
YER173W	752.0	120	0.181818181818
YBR026C	1560.0	73	0.191601049869
YDL185W	200000.0	223	0.20802238806
YNL094W	2290.0	125	0.212585034014
YGR047C	876.0	178	0.173489278752
YPL227C	5800.0	63	0.188059701493
YDL010W	1640.0	43	0.185344827586
YML019W	1080.0	62	0.186186186186
YLR163C	1360.0	78	0.168466522678
YBL079W	1560.0	278	0.18496340652
YNL056W	4530.0	20	0.10101010101
YFL001W	5860.0	80	0.180586907449
YKL025C	1600.0	149	0.219117647059
YKL125W	138.0	103	0.164012738854
YKL170W	2460.0	22	0.158273381295
YLR384C	10500.0	242	0.179259259259
YLR421C	12200.0	28	0.178343949045
YLR090W	1210.0	60	0.130434782609
YML022W	11200.0	33	0.175531914894
YJR031C	2940.0	261	0.185237757275
YMR121C	721.0	25	0.121951219512
YGL017W	2030.0	76	0.150793650794
YDL150W	998.0	41	0.096926713948
YHR001W-A	5590.0	17	0.217948717949
YJR119C	290.0	154	0.211248285322
YLR199C	1350.0	45	0.162454873646
YGL082W	7620.0	50	0.130890052356
YNL138W	8760.0	94	0.178368121442
YDL236W	2980.0	51	0.162939297125
YGR179C	2690.0	65	0.159705159705
YJR086W	5550.0	19	0.171171171171
YBR139W	1420.0	106	0.208251473477
YHR188C	1680.0	92	0.150572831424
YNL116W	1750.0	98	0.187380497132
YDR361C	4590.0	47	0.165492957746
YHR063C	2600.0	67	0.176315789474
YFR007W	161.0	68	0.19209039548
YLR333C	162000.0	15	0.137614678899
YHL030W	2950.0	336	0.179775280899
YPL204W	10300.0	79	0.159595959596
YOR091W	4220.0	30	0.0867052023121
YDR288W	2540.0	58	0.190789473684
YGL208W	300.0	56	0.134615384615
YNL284C	5350.0	56	0.173374613003
YOL143C	3260.0	23	0.135294117647
YBR237W	358.0	140	0.164705882353
YBR197C	1360.0	25	0.114678899083
YHR147C	5680.0	35	0.162790697674
YGR124W	58200.0	87	0.151832460733
YDR003W	1230.0	42	0.199052132701
YOR251C	5770.0	52	0.170491803279
YCL008C	1360.0	35	0.0906735751295
YML005W	656.0	88	0.190064794816
YNL215W	1470.0	47	0.146417445483
YDL059C	468.0	37	0.154811715481
YEL012W	1590.0	32	0.146118721461
YDR382W	602000.0	12	0.108108108108
YDR483W	13000.0	79	0.178329571106
YER061C	1660.0	65	0.146726862302
YLR022C	5060.0	44	0.175298804781
YLR073C	377.0	31	0.154228855721
YER183C	468.0	36	0.169811320755
YOL021C	606.0	163	0.162674650699
YHR030C	3230.0	78	0.160824742268
YDR143C	172.0	108	0.176759410802
YNR050C	57500.0	69	0.154362416107
YGR004W	238.0	87	0.187904967603
YML110C	8100.0	57	0.185064935065
YGL048C	4700.0	57	0.14039408867
YKL106W	2910.0	75	0.16592920354
YPR029C	4850.0	133	0.159663865546
YJL034W	337000.0	113	0.165446559297
YFL048C	2900.0	73	0.163677130045
YLR117C	2140.0	101	0.146802325581
YOR176W	22700.0	63	0.159898477157
YOR109W	1520.0	210	0.189530685921
YDL084W	51700.0	90	0.201342281879
YCL055W	1690.0	57	0.169642857143
YBL054W	830.0	106	0.201520912548
YCR024C	784.0	82	0.166328600406
YMR102C	538.0	164	0.196407185629
YCR071C	1710.0	21	0.142857142857
YDR175C	3150.0	55	0.171875
YOR189W	538.0	16	0.136752136752
YOR154W	3250.0	89	0.151360544218
YBR070C	339.0	38	0.159663865546
YNL315C	2840.0	51	0.15987460815
YPR174C	3420.0	19	0.0855855855856
YPL026C	2810.0	91	0.180914512922
YDL171C	18900.0	391	0.18219944082
YJR010W	1510.0	81	0.158203125
YLR222C	8070.0	147	0.179706601467
YMR282C	2680.0	106	0.182444061962
YPL109C	2470.0	110	0.16717325228
YNL071W	5440.0	62	0.128364389234
YGR211W	39900.0	72	0.147843942505
YKL139W	125.0	105	0.198487712665
YJL069C	9570.0	108	0.181512605042
YDR323C	768.0	86	0.166666666667
YJL016W	3360.0	135	0.240213523132
YER087W	477.0	92	0.159445407279
YLR285W	7280.0	45	0.171755725191
YDL219W	4610.0	28	0.185430463576
YCR024C-A	124000.0	12	0.292682926829
YKR024C	1460.0	150	0.201884253028
YKL140W	1470.0	99	0.180327868852
YBR156C	319.0	122	0.174535050072
YOR076C	233.0	134	0.179144385027
YEL059C-A	358.0	8	0.106666666667
YDR405W	2170.0	24	0.0909090909091
YCL031C	2610.0	42	0.140939597315
YIL027C	5240.0	20	0.140845070423
YNR026C	6160.0	87	0.184322033898
YOR311C	784.0	58	0.199312714777
YBR170C	1050.0	96	0.165232358003
YDR458C	1250.0	107	0.161144578313
YKL193C	3870.0	53	0.156342182891
YLR310C	319.0	329	0.206918238994
YLR003C	1200.0	55	0.188356164384
YHR122W	1800.0	35	0.150862068966
YHL017W	14600.0	103	0.193245778612
YOR305W	1420.0	40	0.164609053498
YIL085C	2890.0	94	0.181467181467
YLR325C	50200.0	17	0.215189873418
YCR052W	2470.0	54	0.111570247934
YOR272W	6670.0	77	0.167028199566
YOR058C	556.0	159	0.179458239278
YOR358W	450.0	26	0.106995884774
YCL032W	1670.0	38	0.109510086455
YJL198W	3430.0	141	0.159863945578
YOL135C	7600.0	18	0.0807174887892
YOR323C	6920.0	73	0.159737417943
YLL041C	9540.0	45	0.168539325843
YKR074W	1230.0	23	0.147435897436
YOR195W	314.0	137	0.166666666667
YMR201C	1030.0	53	0.14247311828
YLR069C	6350.0	134	0.175853018373
YML042W	450.0	123	0.183308494784
YDR069C	428.0	199	0.214670981661
YGR232W	319.0	44	0.192139737991
YEL066W	1160.0	15	0.0833333333333
YPR035W	346000.0	51	0.137466307278
YHL039W	5170.0	115	0.196245733788
YCR038C	2110.0	83	0.129082426128
YOR157C	11400.0	44	0.167938931298
YNL257C	432.0	200	0.162601626016
YBR093C	1110.0	73	0.155982905983
YLR134W	471000.0	99	0.175531914894
YPL225W	37500.0	26	0.176870748299
YDL043C	3460.0	52	0.194756554307
YDL012C	2250.0	16	0.148148148148
YLR299W	672.0	103	0.155824508321
YDR156W	3100.0	17	0.123188405797
YPR155C	2940.0	105	0.17017828201
YNL336W	1730.0	65	0.170157068063
YDR305C	1920.0	34	0.155963302752
YJL057C	892.0	124	0.185628742515
YPR100W	3390.0	20	0.141843971631
YDR358W	656.0	82	0.146953405018
YIL104C	7060.0	73	0.143700787402
YKR052C	1340.0	45	0.147540983607
YLR427W	922.0	113	0.168405365127
YIL140W	396.0	159	0.192961165049
YLR197W	13500.0	92	0.182178217822
YJL204C	2700.0	173	0.205707491082
YLR244C	19600.0	83	0.213917525773
YJR084W	1510.0	62	0.146226415094
YDL238C	279.0	76	0.155102040816
YGL084C	672.0	115	0.204991087344
YPR033C	26800.0	99	0.180987202925
YLR382C	2120.0	122	0.136312849162
YLR219W	131.0	115	0.157750342936
YDR363W	1890.0	74	0.161925601751
YNL163C	7770.0	189	0.170117011701
YFR005C	167.0	75	0.167037861915
YFR050C	16900.0	43	0.161048689139
YOL058W	1870.0	72	0.171021377672
YAR019C	238.0	163	0.167179487179
YGL071W	2730.0	108	0.156295224313
YGL257C	1170.0	95	0.169946332737
YGR020C	4050.0	18	0.151260504202
YOR093C	41.1	331	0.200727713766
YAL046C	259.0	11	0.0924369747899
YDR198C	768.0	79	0.164583333333
YAL039C	3870.0	25	0.0925925925926
YHR141C	3890.0	19	0.177570093458
YPL128C	6380.0	85	0.150976909414
YDR380W	6560.0	123	0.193396226415
YGL100W	952.0	65	0.185714285714
YDR485C	358.0	119	0.149497487437
YPR183W	1890.0	25	0.0932835820896
YOR206W	29000.0	119	0.167369901547
YDR525W-A	20400.0	14	0.175
YBR054W	1950.0	72	0.208695652174
YLR020C	1630.0	96	0.178107606679
YER067W	8450.0	27	0.166666666667
YPL206C	3270.0	54	0.167701863354
YDL060W	1390.0	107	0.135614702155
YNR052C	1520.0	54	0.124423963134
YEL032W	35100.0	129	0.132716049383
YOL076W	5800.0	154	0.193224592221
YHR203C	102000.0	41	0.156488549618
YML112W	2640.0	36	0.121212121212
YGL241W	2940.0	176	0.175124378109
YPR176C	1520.0	59	0.180981595092
YJL036W	450.0	64	0.150943396226
YBR011C	68400.0	40	0.138888888889
YLR115W	3060.0	141	0.163953488372
YMR104C	1310.0	114	0.16814159292
YDL195W	1840.0	219	0.171899529042
YCR026C	3420.0	119	0.160161507402
YNL317W	7810.0	72	0.154506437768
YBR009C	524000.0	22	0.211538461538
YHR052W	45900.0	76	0.201591511936
YKR026C	8970.0	53	0.173202614379
YJR043C	2410.0	51	0.145299145299
YJR012C	538.0	47	0.225961538462
YKL060C	1020000.0	50	0.138888888889
YDL177C	907.0	18	0.105263157895
YNL073W	2280.0	87	0.150779896014
YNL328C	573.0	13	0.0884353741497
YOR174W	1620.0	34	0.119298245614
YCR084C	5840.0	119	0.166666666667
YHR178W	279.0	115	0.154569892473
YPL170W	6300.0	24	0.156862745098
YJL109C	18200.0	367	0.207344632768
YER089C	12600.0	53	0.113978494624
YPL028W	60900.0	66	0.165413533835
YBR158W	2020.0	92	0.167272727273
YOL097C	12100.0	63	0.145496535797
YDR407C	259.0	237	0.183720930233
YBR258C	1520.0	20	0.13986013986
YAL007C	26300.0	46	0.212962962963
YLR262C-A	3100.0	10	0.153846153846
YBR223C	2130.0	81	0.148623853211
YNL241C	15000.0	54	0.106719367589
YJL154C	2360.0	158	0.167195767196
YDR091C	6280.0	128	0.210180623974
YJL123C	2160.0	55	0.114822546973
YIR005W	922.0	26	0.174496644295
YPL047W	672.0	19	0.19
YPL188W	4650.0	77	0.185542168675
YLR287C-A	37600.0	9	0.140625
YBR176W	1420.0	57	0.182108626198
YFR026C	721.0	34	0.2
YGL238W	23500.0	194	0.201873048907
YKL191W	3490.0	74	0.138317757009
YNR006W	172.0	89	0.142857142857
YHR120W	1670.0	174	0.18125
YOL137W	414.0	96	0.192771084337
YDR530C	1770.0	38	0.116564417178
YER111C	589.0	202	0.184643510055
YER144C	300.0	156	0.193548387097
YOL039W	428000.0	15	0.140186915888
YIL083C	3170.0	69	0.188524590164
YMR303C	1620.0	48	0.137535816619
YPL060W	396.0	66	0.159420289855
YBR205W	704.0	57	0.140740740741
YOR321W	2720.0	127	0.168435013263
YMR186W	132000.0	112	0.158640226629
YMR278W	4960.0	91	0.14606741573
YMR207C	396.0	353	0.166195856874
YOR197W	1400.0	80	0.184757505774
YKR089C	195.0	158	0.173435784852
YKR072C	3750.0	79	0.140319715808
YER079W	1890.0	40	0.189573459716
YER024W	319.0	151	0.16341991342
YOR230W	7750.0	63	0.143835616438
YGR234W	13000.0	61	0.1525
YMR178W	3890.0	49	0.178181818182
YDR395W	16300.0	181	0.191534391534
YEL068C	952.0	25	0.225225225225
YNL090W	3870.0	26	0.134715025907
YOR307C	784.0	95	0.209251101322
YBR095C	1630.0	75	0.174013921114
YDR036C	3950.0	84	0.167664670659
YGR043C	1920.0	55	0.164670658683
YMR152W	6540.0	69	0.188524590164
YMR125W	11300.0	180	0.208816705336
YMR029C	4010.0	88	0.167938931298
YJL055W	6440.0	36	0.146341463415
YPR102C	39000.0	26	0.148571428571
YDR303C	1750.0	197	0.222347629797
YPL086C	4760.0	116	0.207885304659
YDR221W	9760.0	115	0.163584637269
YLR109W	16200.0	27	0.152542372881
YPL008W	98.9	163	0.18909512761
YLR094C	1050.0	66	0.131212723658
YBR037C	2550.0	39	0.131756756757
YJR060W	6890.0	35	0.0994318181818
YNL161W	450.0	124	0.163804491413
YLR231C	3060.0	70	0.154185022026
YKL016C	6820.0	23	0.131428571429
YPL111W	42800.0	31	0.0928143712575
YKL121W	504.0	156	0.182883939039
YLR380W	9600.0	48	0.117359413203
YMR012W	17000.0	236	0.184663536776
YDL201W	2630.0	41	0.142857142857
YFR003C	1080.0	17	0.108974358974
YIL033C	4280.0	48	0.115107913669
YOR368W	189.0	69	0.171641791045
YGR128C	16800.0	139	0.194677871148
YLR441C	92400.0	49	0.19140625
YOL056W	3730.0	44	0.144736842105
YFR052W	9890.0	41	0.149090909091
YOR026W	1430.0	55	0.16081871345
YGR106C	12800.0	50	0.187969924812
YGL086W	656.0	123	0.164
YAL044C	3510.0	13	0.0760233918129
YPR081C	2290.0	92	0.148626817447
YDR284C	3040.0	52	0.179310344828
YOR048C	623.0	159	0.157894736842
YPR101W	721.0	35	0.198863636364
YDR430C	6140.0	178	0.179797979798
YDR487C	5460.0	26	0.124401913876
YPR185W	149.0	118	0.159675236806
YBR056W	1960.0	94	0.187250996016
YHR034C	2610.0	36	0.104347826087
YBL019W	414.0	88	0.168905950096
YOL070C	1620.0	68	0.135458167331
YJL085W	4280.0	112	0.179487179487
YNR054C	12800.0	37	0.116719242902
YIL015W	672.0	121	0.205782312925
YML114C	4680.0	58	0.113502935421
YHR201C	3170.0	56	0.140703517588
YNL299W	2240.0	101	0.157076205288
YGR008C	5330.0	9	0.105882352941
YNL311C	432.0	141	0.184554973822
YJL030W	1110.0	24	0.121827411168
YDR165W	5910.0	83	0.186516853933
YGR248W	4320.0	28	0.109375
YOR150W	6730.0	28	0.170731707317
YDL088C	2740.0	114	0.21550094518
YLR113W	6780.0	62	0.142201834862
YLR142W	184.0	75	0.157232704403
YLL058W	2070.0	87	0.151041666667
YDL197C	1910.0	45	0.0855513307985
YER165W	198000.0	80	0.138408304498
YMR106C	358.0	75	0.119047619048
YCL059C	4340.0	52	0.16403785489
YGL112C	6510.0	92	0.177949709865
YDL008W	377.0	23	0.138554216867
YGR102C	172.0	15	0.0815217391304
YJR014W	21600.0	22	0.110552763819
YGR257C	538.0	61	0.16621253406
YPL018W	1250.0	57	0.154054054054
YJR041C	1660.0	218	0.185531914894
YMR286W	1200.0	8	0.0919540229885
YDL175C	1800.0	78	0.226086956522
YKL168C	981.0	122	0.168275862069
YGL029W	2340.0	10	0.0826446280992
YDL128W	7770.0	66	0.160194174757
YMR033W	1790.0	97	0.207264957265
YGR262C	3020.0	37	0.141221374046
YDR202C	2860.0	58	0.164772727273
YCR082W	981.0	16	0.124031007752
YOR001W	2160.0	125	0.17029972752
YKL088W	2940.0	88	0.153846153846
YJR154W	1600.0	56	0.161383285303
YNL140C	1590.0	20	0.105263157895
YDR409W	149.0	188	0.20773480663
YBR221C	9970.0	57	0.155313351499
YAL005C	269000.0	92	0.143079315708
YDR097C	5330.0	222	0.178600160901
YJL121C	3310.0	39	0.163179916318
YKL008C	2840.0	92	0.219570405728
YBR103W	1620.0	75	0.139925373134
YNR004W	1720.0	26	0.176870748299
YPL032C	2180.0	134	0.162227602906
YHR064C	73600.0	82	0.152133580705
YKL197C	2100.0	181	0.17337164751
YMR020W	6960.0	85	0.16699410609
YDR377W	14600.0	23	0.225490196078
YIR007W	1070.0	128	0.167320261438
YPL045W	1300.0	126	0.157697121402
YNL126W	56.9	174	0.205430932704
YOR327C	300.0	14	0.120689655172
YOL139C	14200.0	31	0.144859813084
YBR207W	486.0	86	0.184549356223
YDR532C	377.0	60	0.155440414508
YKL210W	17700.0	180	0.175609756098
YHR159W	504.0	88	0.174257425743
YJL157C	238.0	129	0.15523465704
YMR301C	3250.0	95	0.137481910275
YJL217W	721.0	35	0.175879396985
YER022W	3650.0	124	0.18023255814
YKR070W	3870.0	58	0.164305949008
YMR205C	90200.0	184	0.191666666667
YNL022C	922.0	89	0.181262729124
YML017W	2190.0	121	0.203703703704
YGR281W	3610.0	297	0.200947225981
YHL013C	172.0	41	0.133116883117
YBR097W	279.0	311	0.213745704467
YMR227C	1050.0	58	0.0981387478849
YPL274W	1300.0	124	0.210884353741
YEL051W	8500.0	40	0.155642023346
YOL004W	1660.0	274	0.178269355888
YGR014W	1320.0	295	0.225707727621
YGL050W	3390.0	42	0.153284671533
YML056C	2970.0	106	0.201904761905
YFL007W	2600.0	397	0.185167910448
YCR012W	314000.0	49	0.117505995204
YPL084W	10200.0	140	0.165680473373
YDR354W	1760.0	67	0.175853018373
YDR301W	639.0	240	0.176730486009
YPR104C	639.0	136	0.145144076841
YOR133W	82700.0	121	0.143534994069
YML028W	378000.0	20	0.10152284264
YLL001W	9620.0	151	0.199208443272
YLR043C	8580.0	14	0.134615384615
YJR062C	1640.0	90	0.196506550218
YNL167C	504.0	131	0.202160493827
YAL060W	8730.0	54	0.140992167102
YIL144W	1160.0	106	0.153179190751
YIL133C	43300.0	34	0.17
YJL166W	6140.0	17	0.178947368421
YJL200C	4670.0	142	0.179746835443
YKL041W	1890.0	23	0.102222222222
YNL067W	76000.0	27	0.140625
YDR089W	172.0	155	0.17816091954
YKL014C	5890.0	339	0.192067988669
YLR237W	3120.0	122	0.20367278798
YER091C	264000.0	123	0.16015625
YHR043C	2400.0	40	0.161943319838
YJR008W	339.0	57	0.16814159292
YDL203C	98.9	92	0.147435897436
YML031W	3030.0	92	0.140243902439
YLR215C	4850.0	53	0.146814404432
YML082W	2810.0	80	0.123076923077
YFR001W	3650.0	35	0.170731707317
YFR054C	300.0	55	0.284974093264
YIL031W	450.0	225	0.217391304348
YLR203C	4800.0	64	0.146453089245
YLR335W	2960.0	125	0.173370319001
YOR020C	149.0	17	0.158878504673
YOL092W	1800.0	55	0.177993527508
YJR088C	5740.0	54	0.184300341297
YGR104C	1010.0	51	0.165584415584
YBR268W	1100.0	12	0.11320754717
YPR083W	414.0	99	0.170689655172
YGR173W	6200.0	62	0.168021680217
YDR009W	721.0	89	0.170825335893
YJL095W	112.0	268	0.181203515889
YBR126C	10900.0	62	0.125
YOL149W	2880.0	46	0.198275862069
YGL202W	1770.0	89	0.177644710579
YOR046C	14900.0	80	0.165631469979
YPR187W	6090.0	24	0.153846153846
YEL018W	937.0	31	0.110714285714
YDR432W	78700.0	46	0.110843373494
YGR195W	5150.0	35	0.141700404858
YBL046W	1010.0	69	0.156108597285
YHR036W	1280.0	69	0.146186440678
YOL072W	1140.0	53	0.116228070175
YGL159W	172.0	73	0.196765498652
YDR132C	172.0	102	0.20564516129
YML116W	1720.0	118	0.217311233886
YDR185C	672.0	25	0.138888888889
YBR084C-A	97700.0	27	0.142105263158
YHR207C	5000.0	90	0.170777988615
YNL220W	56800.0	90	0.207373271889
YGR060W	77100.0	43	0.138709677419
YNL313C	8070.0	144	0.159116022099
YGL031C	247000.0	26	0.166666666667
YPR172W	358.0	33	0.164179104478
YML034W	2100.0	126	0.150898203593
YPR023C	1890.0	56	0.139303482587
YPL126W	6560.0	169	0.188405797101
YLR144C	1420.0	155	0.198717948718
YML061C	259.0	142	0.16511627907
YHR101C	3460.0	61	0.181547619048
YER163C	1300.0	30	0.128755364807
YER132C	815.0	357	0.203534777651
YER039C-A	98.9	10	0.13698630137
YGL110C	6300.0	93	0.1488
YDR179W-A	259.0	104	0.224137931034
YMR242C	54300.0	21	0.121387283237
YCR030C	4280.0	156	0.179104477612
YPL183C	3450.0	200	0.197238658777
YPR118W	922.0	80	0.194174757282
YJR016C	171000.0	97	0.165529010239
YDL100C	17300.0	59	0.166197183099
YMR284W	892.0	113	0.187396351575
YGR063C	4490.0	19	0.184466019417
YKR011C	3150.0	68	0.19209039548
YNL044W	5500.0	29	0.16384180791
YDR200C	377.0	99	0.163636363636
YNL011C	1100.0	87	0.195505617978
YLR274W	10300.0	159	0.204896907216
YJR156C	752.0	44	0.129032258065
YOR007C	9420.0	52	0.149855907781
YDL220C	319.0	115	0.124324324324
YIL078W	42600.0	122	0.165986394558
YFL024C	1110.0	142	0.170468187275
YJL127C	1500.0	99	0.154446177847
YBR101C	13100.0	39	0.134020618557
YDR375C	1990.0	78	0.17067833698
YIR001C	6490.0	41	0.163346613546
YKL195W	5040.0	44	0.108910891089
YDR320C	768.0	124	0.185351270553
YPL030W	7720.0	94	0.165492957746
YDR452W	319.0	98	0.145185185185
YLR316C	892.0	26	0.0804953560372
YNL124W	1810.0	59	0.119675456389
YGL225W	31900.0	83	0.245562130178
YOR352W	3510.0	55	0.15988372093
YDR129C	3510.0	119	0.185069984448
YOR069W	6120.0	90	0.133136094675
YGR038W	2800.0	51	0.22869955157
YBR227C	10900.0	82	0.157389635317
YLR378C	24800.0	72	0.149688149688
YGR156W	937.0	81	0.19014084507
YFR048W	656.0	118	0.177978883861
YGL169W	538.0	80	0.187353629977
YMR307W	12400.0	136	0.242857142857
YOL006C	2970.0	99	0.128571428571
YLR132C	486.0	50	0.171821305842
YML011C	1080.0	23	0.129213483146
YNL201C	7010.0	161	0.187427240978
YDR398W	33100.0	100	0.155279503106
YCR028C-A	3060.0	32	0.235294117647
YER075C	768.0	174	0.187298170075
YKR085C	358.0	20	0.102040816327
YOR234C	65600.0	23	0.212962962963
YBR289W	217.0	141	0.155629139073
YKL212W	48000.0	100	0.160256410256
YIL137C	5110.0	168	0.177402323126
YOR212W	2050.0	88	0.207547169811
YDR520C	937.0	177	0.228978007762
YGR016W	238.0	30	0.157068062827
YEL053C	1970.0	137	0.186648501362
YPL037C	18000.0	15	0.0949367088608
YMR129W	3410.0	261	0.195067264574
YDR158W	18400.0	55	0.150273224044
YOR164C	5350.0	69	0.220447284345
YPL082C	6560.0	293	0.156852248394
YGR283C	2820.0	54	0.157894736842
YLR429W	2900.0	85	0.13036809816
YLL007C	486.0	113	0.16966966967
YLR045C	1660.0	117	0.131608548931
YNL063W	13200.0	52	0.165079365079
YLR098C	396.0	109	0.167950693374
YPL117C	25500.0	58	0.200692041522
YDR369C	358.0	182	0.212865497076
YLR453C	589.0	78	0.19696969697
YDR261C	2410.0	106	0.188277087034
YIL131C	1720.0	80	0.164948453608
YAL044W-A	238.0	11	0.0990990990991
YPL115C	752.0	227	0.201062887511
YJL164C	4320.0	68	0.170854271357
YNL030W	681000.0	21	0.201923076923
YLR191W	7900.0	66	0.170542635659
YJL004C	238.0	46	0.225490196078
YDR356W	279.0	125	0.132275132275
YDL205C	8480.0	42	0.128048780488
YML080W	1860.0	74	0.174528301887
YMR016C	314.0	125	0.15903307888
YOL052C	7060.0	50	0.125944584383
YHR055C	6680.0	6	0.0967741935484
YKL043W	1420.0	49	0.133514986376
YGR171C	3120.0	99	0.171875
YGL200C	26800.0	29	0.142156862745
YOR044W	4280.0	31	0.196202531646
YBR120C	2130.0	24	0.147239263804
YDR280W	4800.0	41	0.133986928105
YHR138C	319.0	23	0.2
YPR189W	11900.0	276	0.192602930914
YLL024C	364000.0	98	0.153125
YDR434W	7520.0	103	0.192523364486
YOR375C	77500.0	67	0.147252747253
YOR022C	736.0	132	0.184357541899
YOR099W	5480.0	74	0.187817258883
YML118W	414.0	66	0.130434782609
YHR205W	3850.0	149	0.180606060606
YOL121C	29000.0	25	0.172413793103
YMR215W	16400.0	110	0.209523809524
YDR051C	3170.0	63	0.188059701493
YGR062C	468.0	49	0.154574132492
YPL240C	445000.0	95	0.133802816901
YDL022W	807.0	56	0.142857142857
YDR496C	21500.0	104	0.158295281583
YEL070W	125.0	70	0.13916500994
YML032C	1080.0	77	0.16313559322
YLR146C	3870.0	60	0.199335548173
YBR052C	7060.0	32	0.151658767773
YER134C	6190.0	32	0.178770949721
YNL088W	5730.0	259	0.181245626312
YER161C	1240.0	36	0.107784431138
YBR083W	530.0	73	0.149897330595
YOR042W	623.0	43	0.104368932039
YCR079W	432.0	41	0.0925507900677
YDR164C	639.0	123	0.169655172414
YKL033W	721.0	187	0.179980750722
YNL046W	704.0	18	0.104046242775
YJL107C	1480.0	66	0.170103092784
YPL181W	1590.0	69	0.136094674556
YDL106C	6420.0	112	0.2
YML063W	107000.0	50	0.1953125
