Gene	PolyAHL	HL	UWCounts	UWFrac
YLR439W	3.6	3.5	26	0.08125
YCL051W	8.3	11.3	97	0.166095890411
YCR097W	7.0	16.7	32	0.251968503937
YLL013C	2.2	5.0	133	0.151136363636
YER038C	3.4	6.6	103	0.221505376344
YPR125W	1.2	3.4	66	0.145054945055
YBR007C	7.6	8.6	147	0.199457259159
YPL001W	7.7	14.6	64	0.170666666667
YJL038C	3.4	10.3	34	0.154545454545
YAL014C	4.4	8.9	32	0.125
YBR243C	2.7	6.3	87	0.193763919822
YLR181C	4.7	5.2	50	0.151057401813
YBL056W	3.6	8.6	90	0.191897654584
YNL075W	2.6	4.4	41	0.14089347079
YJL012C	2.6	11.9	126	0.174515235457
YKR020W	3.3	6.1	18	0.109090909091
YMR202W	4.1	14.9	25	0.112107623318
YMR004W	6.8	10.0	80	0.15625
YER083C	4.1	8.4	36	0.125874125874
YHR050W	3.8	6.3	95	0.172727272727
YPL176C	5.9	17.6	123	0.156887755102
YHR172W	3.7	4.9	116	0.140776699029
YFR013W	1.9	5.3	126	0.159898477157
YHR013C	2.4	4.6	31	0.129707112971
YOL040C	4.6	21.9	23	0.160839160839
YGL045W	4.2	8.1	76	0.139963167587
YCL035C	22.6	58.9	11	0.0990990990991
YIL023C	5.4	10.9	43	0.123919308357
YBR229C	4.8	24.6	172	0.180104712042
YMR100W	4.7	4.9	104	0.167471819646
YLR455W	26.3	20.2	44	0.144262295082
YNL247W	4.2	48.2	126	0.1640625
YOR054C	7.3	14.1	105	0.155555555556
YFR028C	2.1	3.2	101	0.182971014493
YDR292C	3.6	9.8	106	0.170418006431
YKR103W	13.6	20.0	251	0.205906480722
YMR194W	2.3	7.4	14	0.138613861386
YMR167W	2.4	6.7	130	0.168831168831
YOR249C	4.1	6.8	124	0.180758017493
YER117W	4.2	27.2	25	0.18115942029
YOR301W	2.8	14.0	42	0.0963302752294
YKL218C	3.5	7.6	42	0.128440366972
YLL063C	2.7	5.2	86	0.181052631579
YOR276W	3.2	12.4	32	0.197530864198
YOR089C	6.6	15.8	28	0.132701421801
YMR180C	21.7	28.1	57	0.177570093458
YGL163C	6.7	12.0	142	0.157953281424
YBL021C	1.2	5.5	13	0.0896551724138
YLL045C	4.0	21.4	38	0.147859922179
YLR007W	2.8	4.0	49	0.145400593472
YNL305C	15.1	38.6	47	0.157718120805
YKR078W	1.3	2.8	84	0.143344709898
YOR191W	3.8	22.7	267	0.164814814815
YDR272W	5.1	13.7	50	0.181818181818
YLR103C	2.0	3.5	96	0.147465437788
YOR294W	1.4	2.9	28	0.137254901961
YEL062W	8.2	14.2	121	0.196428571429
YPR031W	1.2	2.3	144	0.192256341789
YLR038C	5.1	15.1	15	0.178571428571
YNL096C	2.0	4.7	19	0.0994764397906
YER171W	2.2	4.0	136	0.17458279846
YDL047W	2.6	5.0	43	0.137820512821
YML046W	1.3	2.4	124	0.196825396825
YGL124C	2.1	4.2	120	0.186046511628
YMR276W	5.4	26.4	27	0.072192513369
YDL160C-A	3.1	6.9	10	0.123456790123
YCR069W	4.4	8.7	40	0.12539184953
YKL027W	2.6	5.2	65	0.145089285714
YJL173C	3.0	8.3	11	0.0894308943089
YDR152W	4.0	8.0	29	0.109022556391
YKL127W	3.6	19.7	93	0.162872154116
YDR309C	2.5	4.9	76	0.197916666667
YLR386W	4.2	27.3	147	0.16685584563
YLR371W	7.0	12.5	268	0.197494473102
YDL169C	8.6	11.8	28	0.125
YER044C	5.4	10.4	27	0.181208053691
YMR072W	5.1	12.6	27	0.146739130435
YKR056W	1.2	2.2	113	0.1765625
YGL011C	7.5	19.7	46	0.181818181818
YMR123W	3.7	7.7	17	0.138211382114
YLR183C	3.4	8.1	98	0.2
YLR240W	6.5	24.7	132	0.150684931507
YOR039W	4.1	9.0	40	0.15444015444
YDL234C	8.0	25.6	111	0.14859437751
YGL080W	6.8	7.3	20	0.152671755725
YKL049C	3.2	5.5	28	0.121739130435
YBL002W	2.0	3.7	31	0.234848484848
YNR038W	0.9	2.2	109	0.173015873016
YCL029C	1.8	3.4	37	0.0839002267574
YFL038C	8.6	37.5	26	0.125603864734
YJR131W	3.2	13.8	94	0.170909090909
YNR012W	2.2	5.2	89	0.177290836653
YNL110C	1.7	3.0	30	0.135746606335
YDR367W	2.1	3.1	49	0.220720720721
YIL053W	1.5	4.5	32	0.127490039841
YPL059W	3.7	7.5	19	0.12582781457
YGL253W	2.6	19.6	84	0.172484599589
YHL032C	7.7	23.5	76	0.107042253521
YAR002C-A	5.1	17.4	44	0.2
YOR337W	1.9	4.3	121	0.159210526316
YHR118C	2.0	3.2	67	0.153669724771
YGR024C	3.9	6.2	44	0.18487394958
YOL023W	4.4	6.7	101	0.149187592319
YPL253C	4.3	13.2	99	0.152777777778
YER154W	2.2	9.5	52	0.129032258065
YEL036C	2.0	4.3	45	0.0898203592814
YBR260C	2.3	4.7	107	0.160419790105
YAL042W	4.6	15.5	44	0.105769230769
YAL035W	2.4	21.4	130	0.1296111665
YBR235W	4.2	9.8	210	0.187332738626
YIL162W	10.0	16.5	90	0.168855534709
YOL141W	1.6	5.3	119	0.170977011494
YBR195C	3.7	5.7	74	0.174940898345
YIL039W	3.8	10.2	96	0.20253164557
YGR122W	2.6	3.4	65	0.161290322581
YPL092W	6.5	11.7	88	0.191721132898
YMR315W	4.7	7.7	56	0.16
YPL029W	1.1	3.3	111	0.150406504065
YDR384C	3.6	6.9	45	0.163043478261
YML007W	4.0	5.0	144	0.221198156682
YER063W	3.6	5.3	29	0.132420091324
YDR481C	4.1	12.4	80	0.141093474427
YER014W	6.3	16.4	70	0.12962962963
YPR041W	2.1	3.9	65	0.160098522167
YNL213C	3.9	3.6	27	0.125581395349
YKL006C-A	2.6	4.9	17	0.173469387755
YBR058C	3.8	19.0	156	0.199488491049
YLR024C	6.5	6.8	375	0.200213561132
YLR071C	3.6	7.9	191	0.176361957525
YHL007C	2.5	5.5	154	0.163829787234
YDL064W	2.3	4.5	22	0.139240506329
YDL031W	2.1	7.1	155	0.15562248996
YDR514C	1.2	1.9	73	0.150826446281
YOR253W	3.5	29.9	26	0.146892655367
YDR033W	2.5	10.9	76	0.236760124611
YGL245W	8.3	56.7	112	0.157968970381
YGR006W	4.0	6.0	38	0.150793650794
YGL198W	4.3	7.3	27	0.114406779661
YBL091C-A	2.8	6.6	17	0.0965909090909
YHR038W	4.5	4.7	39	0.168831168831
YML069W	4.6	13.8	98	0.177215189873
YKR019C	2.8	5.2	101	0.163961038961
YCR073C	1.9	4.8	201	0.150900900901
YLL015W	8.4	17.4	316	0.202564102564
YCL057W	5.0	29.2	130	0.182328190743
YBR005W	2.4	5.0	29	0.135514018692
YDL173W	3.8	6.3	47	0.158783783784
YAL016W	6.9	28.3	111	0.174528301887
YMR292W	2.5	7.0	27	0.194244604317
YHR011W	2.8	2.5	59	0.131991051454
YBR109C	8.2	29.8	17	0.114864864865
YBR172C	0.9	2.3	126	0.17004048583
YDR346C	3.0	6.8	79	0.163900414938
YJL010C	1.3	4.0	119	0.178410794603
YOL077W-A	3.3	9.3	7	0.101449275362
YHR146W	10.4	26.2	71	0.152360515021
YMR023C	2.3	5.0	92	0.174573055028
YBR189W	4.2	13.2	29	0.147959183673
YKL039W	6.6	10.7	86	0.164122137405
YKL064W	5.1	20.1	184	0.189690721649
YLR265C	6.7	7.7	65	0.189504373178
YKR022C	2.3	3.7	46	0.142414860681
YPL174C	2.6	4.4	152	0.174913693901
YOR070C	4.2	5.6	127	0.199059561129
YOL093W	2.4	3.8	27	0.0918367346939
YOL042W	2.7	4.6	70	0.192307692308
YIL070C	3.6	8.2	47	0.176029962547
YNL245C	2.4	6.9	20	0.111111111111
YNR024W	2.3	3.0	33	0.176470588235
YLR329W	6.0	15.3	45	0.169811320755
YPL043W	1.2	2.9	97	0.14139941691
YKL002W	3.7	5.2	22	0.0944206008584
YDR328C	10.1	23.9	17	0.0871794871795
YIR009W	2.3	5.1	16	0.142857142857
YBR154C	2.1	3.6	34	0.157407407407
YKR101W	4.5	7.0	104	0.158778625954
YER115C	5.5	12.1	33	0.171875
YHR124W	2.7	4.9	112	0.178343949045
YHR133C	3.7	9.7	58	0.198630136986
YER148W	4.7	8.9	35	0.145228215768
YMR240C	1.9	2.9	51	0.116704805492
YOR303W	2.1	3.4	66	0.160194174757
YIL087C	5.5	8.6	22	0.139240506329
YMR229C	1.9	33.9	315	0.182080924855
YLL038C	3.8	9.7	24	0.0967741935484
YOR056C	2.1	4.4	57	0.123913043478
YOR270C	5.5	21.8	166	0.197384066587
YBR201W	3.8	6.9	23	0.108490566038
YLL043W	4.4	10.3	136	0.202985074627
YGL161C	6.6	10.6	56	0.180064308682
YNL263C	4.3	10.3	50	0.15873015873
YDR128W	4.5	44.1	215	0.187119234117
YOR193W	6.9	8.0	89	0.236074270557
YER028C	3.7	5.2	71	0.179746835443
YMR052W	3.2	5.0	34	0.165853658537
YMR203W	4.1	9.9	70	0.180412371134
YDR225W	1.0	2.3	24	0.18045112782
YDR270W	3.6	5.1	203	0.201990049751
YOR181W	6.0	8.4	81	0.127760252366
YGR230W	2.6	4.0	18	0.130434782609
YPR062W	3.4	9.5	20	0.125786163522
YDR528W	2.0	3.7	76	0.179245283019
YER173W	2.3	3.2	120	0.181818181818
YBR091C	2.5	3.9	11	0.1
YNL094W	3.8	5.2	125	0.212585034014
YGR047C	1.8	4.1	178	0.173489278752
YPL227C	1.8	2.7	63	0.188059701493
YDL010W	5.2	14.0	43	0.185344827586
YML019W	2.0	4.6	62	0.186186186186
YDL045C	6.9	8.6	50	0.162866449511
YLR163C	4.2	14.8	78	0.168466522678
YBL079W	3.5	7.1	278	0.18496340652
YNL056W	4.3	9.5	20	0.10101010101
YFL001W	1.5	3.0	80	0.180586907449
YKL025C	7.3	11.6	149	0.219117647059
YKL170W	4.2	3.3	22	0.158273381295
YLR384C	2.5	35.4	242	0.179259259259
YML099C	2.1	4.5	141	0.160045402951
YLR421C	4.1	8.4	28	0.178343949045
YLR090W	2.1	3.2	60	0.130434782609
YJR064W	3.5	9.1	90	0.159857904085
YML022W	2.7	6.7	33	0.175531914894
YJR031C	2.3	6.2	261	0.185237757275
YMR121C	4.0	9.0	25	0.121951219512
YGL017W	1.8	3.5	76	0.150793650794
YDL150W	2.3	4.1	41	0.096926713948
YNL038W	2.2	4.5	41	0.178260869565
YHR001W-A	4.8	10.7	17	0.217948717949
YLR246W	3.9	5.9	57	0.158333333333
YLR359W	2.1	4.9	85	0.175983436853
YLR199C	3.8	7.4	45	0.162454873646
YIL142W	3.5	11.1	71	0.13446969697
YNL138W	7.0	55.6	94	0.178368121442
YDL236W	2.1	4.0	51	0.162939297125
YGL142C	3.9	5.0	119	0.192868719611
YGR179C	2.9	4.6	65	0.159705159705
YJR086W	10.6	13.2	19	0.171171171171
YHR188C	5.7	17.8	92	0.150572831424
YNL116W	13.2	28.9	98	0.187380497132
YDR361C	1.7	3.3	47	0.165492957746
YHR063C	5.3	15.7	67	0.176315789474
YGL255W	2.7	6.3	63	0.167108753316
YFR007W	4.7	9.0	68	0.19209039548
YLR333C	3.6	16.5	15	0.137614678899
YHR103W	3.7	7.3	155	0.181711606096
YGL077C	2.2	4.7	123	0.218085106383
YPL204W	3.7	5.6	79	0.159595959596
YIL009C-A	3.9	7.1	25	0.137362637363
YOR091W	2.8	5.0	30	0.0867052023121
YAL040C	2.4	3.4	112	0.192771084337
YDR288W	5.3	6.9	58	0.190789473684
YNL284C	3.9	4.9	56	0.173374613003
YIL164C	3.4	5.4	23	0.115
YOL143C	7.4	23.7	23	0.135294117647
YBR237W	7.9	20.7	140	0.164705882353
YBR197C	2.6	4.6	25	0.114678899083
YHR147C	3.7	5.5	35	0.162790697674
YGR124W	3.5	21.8	87	0.151832460733
YDR003W	4.7	5.4	42	0.199052132701
YOR251C	3.8	9.3	52	0.170491803279
YPR181C	6.7	30.5	118	0.15344603381
YCL008C	4.5	11.5	35	0.0906735751295
YOR107W	4.4	4.4	49	0.158064516129
YML005W	1.4	3.0	88	0.190064794816
YDL059C	2.4	3.1	37	0.154811715481
YOR204W	2.5	9.8	102	0.168595041322
YEL012W	8.3	9.8	32	0.146118721461
YBL040C	6.6	10.6	41	0.186363636364
YDR382W	5.7	22.8	12	0.108108108108
YDR483W	5.4	32.0	79	0.178329571106
YER061C	2.6	4.6	65	0.146726862302
YLR022C	2.0	3.5	44	0.175298804781
YLR073C	0.9	1.2	31	0.154228855721
YER183C	3.1	5.4	36	0.169811320755
YHR090C	4.8	4.8	33	0.116607773852
YOL021C	1.8	5.8	163	0.162674650699
YHR030C	2.6	4.6	78	0.160824742268
YBR295W	2.0	3.5	221	0.181594083813
YDR143C	4.2	7.8	108	0.176759410802
YHL015W	7.2	22.1	10	0.0819672131148
YNR050C	4.1	27.7	69	0.154362416107
YKL208W	2.4	4.8	31	0.113970588235
YGR004W	2.0	3.4	87	0.187904967603
YML110C	8.1	26.4	57	0.185064935065
YGL048C	6.0	12.3	57	0.14039408867
YGL243W	1.7	2.7	61	0.152119700748
YKL106W	2.2	3.3	75	0.16592920354
YPR029C	5.1	9.2	133	0.159663865546
YFL048C	8.2	11.7	73	0.163677130045
YLR117C	4.7	8.1	101	0.146802325581
YOR176W	4.3	38.4	63	0.159898477157
YOR109W	6.1	28.6	210	0.189530685921
YBL089W	3.7	4.9	85	0.184782608696
YDL084W	4.5	28.4	90	0.201342281879
YCL055W	2.4	6.4	57	0.169642857143
YGL116W	4.4	8.0	110	0.180032733224
YCR071C	4.2	5.1	21	0.142857142857
YDR175C	3.6	4.9	55	0.171875
YOR189W	2.7	5.9	16	0.136752136752
YPR121W	4.4	8.3	103	0.179755671902
YBR070C	4.5	5.7	38	0.159663865546
YNL315C	2.7	5.3	51	0.15987460815
YPR174C	13.6	24.6	19	0.0855855855856
YPL026C	1.0	2.0	91	0.180914512922
YKL062W	1.9	3.3	140	0.221870047544
YLR222C	1.4	3.9	147	0.179706601467
YDR093W	3.6	6.7	282	0.174829510229
YMR282C	4.1	4.7	106	0.182444061962
YIL109C	4.6	31.7	134	0.14455231931
YFL022C	4.3	25.3	58	0.115079365079
YJL156C	2.4	27.3	136	0.194285714286
YMR088C	3.5	7.1	101	0.179396092362
YJL069C	1.2	2.6	108	0.181512605042
YDR323C	3.5	5.0	86	0.166666666667
YER087W	4.9	9.5	92	0.159445407279
YLR285W	2.8	6.7	45	0.171755725191
YDL219W	5.5	16.1	28	0.185430463576
YKR024C	1.0	2.8	150	0.201884253028
YKL140W	6.4	14.3	99	0.180327868852
YOR076C	11.8	27.7	134	0.179144385027
YDR405W	3.4	6.6	24	0.0909090909091
YCL031C	2.5	3.9	42	0.140939597315
YIL027C	3.8	4.8	20	0.140845070423
YLR459W	3.5	7.7	76	0.192405063291
YNR026C	2.1	4.7	87	0.184322033898
YOR311C	2.2	3.6	58	0.199312714777
YBR170C	10.8	59.4	96	0.165232358003
YDR458C	3.4	4.2	107	0.161144578313
YPL172C	2.6	2.8	83	0.179265658747
YKL193C	7.4	11.0	53	0.156342182891
YLR310C	8.8	15.3	329	0.206918238994
YNR008W	3.3	5.7	102	0.154078549849
YLR003C	1.9	3.5	55	0.188356164384
YER113C	4.1	7.2	126	0.178217821782
YHR122W	3.1	5.5	35	0.150862068966
YOR305W	3.4	7.5	40	0.164609053498
YIL085C	3.4	8.1	94	0.181467181467
YMR190C	8.9	17.8	251	0.173342541436
YLR325C	5.1	22.7	17	0.215189873418
YCR052W	2.8	5.3	54	0.111570247934
YOR272W	3.0	6.2	77	0.167028199566
YOR058C	4.3	5.4	159	0.179458239278
YOR358W	2.7	5.3	26	0.106995884774
YCL032W	2.0	3.4	38	0.109510086455
YNL238W	4.9	9.9	142	0.174233128834
YJL198W	1.8	3.7	141	0.159863945578
YOR323C	4.7	22.9	73	0.159737417943
YLL041C	10.8	22.1	45	0.168539325843
YKR074W	6.8	11.5	23	0.147435897436
YER026C	2.9	5.2	58	0.209386281588
YMR201C	5.4	8.3	53	0.14247311828
YLR069C	3.7	6.6	134	0.175853018373
YDR069C	13.5	29.3	199	0.214670981661
YGR232W	6.4	13.9	44	0.192139737991
YEL066W	5.1	19.3	15	0.0833333333333
YPR035W	1.2	4.3	51	0.137466307278
YDR227W	3.0	5.1	229	0.168506254599
YDL130W-A	10.3	27.1	15	0.172413793103
YHL039W	2.3	5.2	115	0.196245733788
YOR157C	6.9	18.9	44	0.167938931298
YNL257C	4.9	10.1	200	0.162601626016
YCR072C	1.4	3.1	97	0.187984496124
YBR093C	3.7	5.9	73	0.155982905983
YPL225W	14.5	40.8	26	0.176870748299
YDL043C	2.0	4.9	52	0.194756554307
YLR299W	5.4	14.0	103	0.155824508321
YGL139W	2.5	4.5	137	0.170610211706
YDR156W	2.3	5.9	17	0.123188405797
YKL172W	1.4	2.5	47	0.109813084112
YNL336W	5.6	10.5	65	0.170157068063
YPR100W	4.2	8.3	20	0.141843971631
YLR096W	2.5	5.7	208	0.18118466899
YIL104C	1.0	1.9	73	0.143700787402
YKR052C	10.8	15.0	45	0.147540983607
YLR427W	2.4	5.3	113	0.168405365127
YEL064C	2.2	5.4	102	0.212058212058
YMR127C	2.2	4.0	46	0.135693215339
YIL140W	2.6	7.6	159	0.192961165049
YLR197W	2.9	6.3	92	0.182178217822
YJL204C	2.6	6.6	173	0.205707491082
YLR244C	3.8	14.2	83	0.213917525773
YJR084W	2.8	4.9	62	0.146226415094
YLR233C	3.5	4.8	126	0.18
YDL238C	7.3	28.0	76	0.155102040816
YGL084C	3.4	5.1	115	0.204991087344
YPR033C	3.7	34.6	99	0.180987202925
YLR382C	3.7	5.0	122	0.136312849162
YDR363W	1.9	3.2	74	0.161925601751
YNL163C	2.6	14.2	189	0.170117011701
YFR005C	1.9	3.5	75	0.167037861915
YFR050C	3.9	6.8	43	0.161048689139
YOL058W	1.3	3.2	72	0.171021377672
YAR019C	6.9	15.3	163	0.167179487179
YGL071W	3.5	4.6	108	0.156295224313
YGL257C	2.8	6.2	95	0.169946332737
YGR020C	5.7	19.6	18	0.151260504202
YAL046C	3.0	9.9	11	0.0924369747899
YDR198C	1.7	2.9	79	0.164583333333
YAL039C	2.8	5.3	25	0.0925925925926
YER060W	4.9	10.3	115	0.217391304348
YHR141C	4.1	19.8	19	0.177570093458
YPL128C	2.7	2.8	85	0.150976909414
YJL091C	3.7	15.5	107	0.217922606925
YBR191W	3.5	21.5	28	0.173913043478
YGL100W	2.8	4.5	65	0.185714285714
YJR090C	11.4	40.0	197	0.171006944444
YDR485C	4.5	8.2	119	0.149497487437
YPR183W	4.5	24.1	25	0.0932835820896
YOR206W	1.9	4.8	119	0.167369901547
YDR525W-A	2.2	3.1	14	0.175
YLR075W	4.1	28.7	34	0.153153153153
YLR020C	2.2	3.1	96	0.178107606679
YIL013C	11.8	36.2	273	0.193342776204
YPL206C	6.7	13.5	54	0.167701863354
YDL060W	1.8	5.0	107	0.135614702155
YHR032W	1.9	4.4	63	0.10824742268
YEL032W	1.2	4.6	129	0.132716049383
YHR203C	4.8	25.6	41	0.156488549618
YML112W	2.0	2.5	36	0.121212121212
YGL241W	2.6	11.1	176	0.175124378109
YPR176C	2.5	5.2	59	0.180981595092
YDR057W	2.4	6.9	72	0.132596685083
YJL036W	8.1	11.6	64	0.150943396226
YER009W	7.0	26.4	22	0.174603174603
YLR115W	2.4	4.0	141	0.163953488372
YNL199C	2.3	4.3	93	0.173831775701
YCR026C	3.6	5.7	119	0.160161507402
YBL052C	1.9	2.7	148	0.177884615385
YNL317W	2.3	5.1	72	0.154506437768
YBR009C	1.9	4.4	22	0.211538461538
YHR052W	1.0	1.8	76	0.201591511936
YKR026C	2.2	3.3	53	0.173202614379
YJR043C	1.3	2.6	51	0.145299145299
YNL073W	3.6	7.0	87	0.150779896014
YNL328C	2.3	3.5	13	0.0884353741497
YJL014W	2.0	7.8	81	0.151401869159
YGR217W	3.5	7.3	411	0.201470588235
YOR174W	2.6	4.4	34	0.119298245614
YNL015W	12.9	15.7	8	0.105263157895
YCR084C	3.5	8.0	119	0.166666666667
YDR204W	15.7	27.0	49	0.145833333333
YJL109C	2.4	16.2	367	0.207344632768
YER089C	4.5	10.7	53	0.113978494624
YOR074C	4.3	12.8	55	0.180327868852
YPL028W	5.1	23.5	66	0.165413533835
YDR150W	14.4	39.4	369	0.13423062932
YAR008W	1.9	3.1	37	0.134057971014
YBR158W	3.6	4.0	92	0.167272727273
YOL097C	3.1	10.5	63	0.145496535797
YNR020C	2.2	3.5	48	0.177121771218
YBR258C	2.0	6.1	20	0.13986013986
YAL007C	4.0	10.1	46	0.212962962963
YBR223C	3.4	4.5	81	0.148623853211
YNL241C	3.3	8.2	54	0.106719367589
YJL154C	4.3	16.0	158	0.167195767196
YDR091C	1.6	4.8	128	0.210180623974
YJL123C	7.7	19.8	55	0.114822546973
YIR005W	3.9	5.3	26	0.174496644295
YPL047W	2.8	3.5	19	0.19
YPL188W	7.1	23.8	77	0.185542168675
YLR287C-A	5.3	28.6	9	0.140625
YFR026C	3.7	3.3	34	0.2
YPL036W	7.7	14.1	172	0.181434599156
YJL165C	5.8	16.7	143	0.167056074766
YKL191W	3.0	8.0	74	0.138317757009
YNR006W	4.3	9.3	89	0.142857142857
YHR120W	2.3	6.0	174	0.18125
YDR530C	7.4	11.1	38	0.116564417178
YER111C	4.2	26.2	202	0.184643510055
YER144C	4.0	5.7	156	0.193548387097
YOL039W	3.9	16.7	15	0.140186915888
YIL083C	3.0	7.0	69	0.188524590164
YHL011C	2.9	5.5	70	0.218068535826
YPL060W	3.9	5.1	66	0.159420289855
YDR411C	7.4	12.4	53	0.154970760234
YBR205W	3.6	11.5	57	0.140740740741
YOR321W	4.5	18.9	127	0.168435013263
YLR136C	4.5	8.5	43	0.15034965035
YML015C	3.9	9.7	35	0.100864553314
YOR197W	4.9	14.6	80	0.184757505774
YKR089C	9.0	21.6	158	0.173435784852
YKR072C	3.5	4.1	79	0.140319715808
YDL014W	1.7	4.6	57	0.173780487805
YGR234W	2.7	12.4	61	0.1525
YMR178W	4.2	10.0	49	0.178181818182
YDR395W	3.9	51.5	181	0.191534391534
YNL090W	4.2	15.7	26	0.134715025907
YOR307C	4.1	14.9	95	0.209251101322
YDR036C	2.5	8.7	84	0.167664670659
YFL005W	4.2	12.1	43	0.199074074074
YMR152W	10.9	25.2	69	0.188524590164
YMR125W	2.2	9.1	180	0.208816705336
YMR029C	7.9	17.8	88	0.167938931298
YNL225C	2.5	4.0	93	0.159793814433
YPR102C	3.4	16.2	26	0.148571428571
YNL188W	0.9	2.0	77	0.177419354839
YDR303C	3.8	7.8	197	0.222347629797
YPL086C	2.5	8.1	116	0.207885304659
YLL003W	2.4	3.3	156	0.164730728617
YLR425W	10.7	13.2	238	0.181957186544
YDR221W	4.1	15.6	115	0.163584637269
YPL008W	2.0	3.5	163	0.18909512761
YMR078C	3.8	19.7	129	0.173854447439
YLR094C	1.1	2.0	66	0.131212723658
YBR037C	3.9	5.7	39	0.131756756757
YJR060W	4.8	24.0	35	0.0994318181818
YLR195C	4.1	11.3	77	0.168859649123
YLR231C	4.5	23.3	70	0.154185022026
YKL016C	4.4	8.5	23	0.131428571429
YPL111W	3.2	10.3	31	0.0928143712575
YKL174C	2.8	5.3	124	0.200323101777
YLR380W	3.4	7.2	48	0.117359413203
YMR012W	3.0	50.4	236	0.184663536776
YER093C	8.0	13.8	234	0.163522012579
YDL201W	2.0	3.2	41	0.142857142857
YDR468C	3.6	7.7	33	0.146666666667
YFR003C	7.9	11.9	17	0.108974358974
YIL033C	5.3	12.4	48	0.115107913669
YOR368W	3.7	4.4	69	0.171641791045
YGR128C	1.8	3.8	139	0.194677871148
YIL048W	4.7	16.3	237	0.205729166667
YLR441C	3.1	17.8	49	0.19140625
YOL056W	1.1	2.3	44	0.144736842105
YFR052W	6.7	14.0	41	0.149090909091
YOR026W	17.9	15.9	55	0.16081871345
YGL073W	6.3	11.9	169	0.202637889688
YGR106C	4.1	13.8	50	0.187969924812
YGL086W	2.8	5.1	123	0.164
YAL044C	8.2	28.0	13	0.0760233918129
YPR081C	5.2	14.5	92	0.148626817447
YDR284C	3.8	6.9	52	0.179310344828
YJL097W	3.9	7.6	34	0.155963302752
YOR048C	2.6	15.9	159	0.157894736842
YHR143W	2.1	7.2	100	0.306748466258
YCL004W	4.6	12.0	89	0.170498084291
YPL042C	3.9	5.2	79	0.142086330935
YDR430C	8.5	51.5	178	0.179797979798
YDR487C	2.9	8.1	26	0.124401913876
YPR185W	8.0	14.5	118	0.159675236806
YER065C	4.7	4.9	66	0.118279569892
YLR077W	2.4	4.9	75	0.128424657534
YBR056W	11.9	44.3	94	0.187250996016
YHR034C	3.5	5.8	36	0.104347826087
YBL019W	4.7	9.1	88	0.168905950096
YOL070C	3.0	9.0	68	0.135458167331
YJL085W	4.4	7.7	112	0.179487179487
YNR054C	2.1	4.2	37	0.116719242902
YDR130C	4.8	12.8	44	0.150684931507
YIL015W	2.0	7.0	121	0.205782312925
YEL030W	3.8	17.5	122	0.189147286822
YML114C	1.9	3.9	58	0.113502935421
YHR201C	3.3	5.2	56	0.140703517588
YNL299W	1.1	1.6	101	0.157076205288
YNL311C	1.2	3.4	141	0.184554973822
YJL030W	4.1	9.7	24	0.121827411168
YDR165W	2.1	4.3	83	0.186516853933
YBR074W	2.4	12.0	209	0.213920163767
YOR150W	4.2	6.2	28	0.170731707317
YML036W	2.9	5.9	32	0.175824175824
YDL088C	4.9	13.4	114	0.21550094518
YLR113W	5.4	12.6	62	0.142201834862
YDL197C	5.9	6.5	45	0.0855513307985
YER130C	0.9	1.1	90	0.202702702703
YER165W	3.3	41.7	80	0.138408304498
YMR106C	2.2	2.6	75	0.119047619048
YCL059C	3.7	8.6	52	0.16403785489
YGL112C	2.5	4.9	92	0.177949709865
YDL008W	2.5	4.4	23	0.138554216867
YBL050W	5.1	8.3	50	0.170648464164
YGR102C	7.6	16.1	15	0.0815217391304
YJR014W	7.3	16.9	22	0.110552763819
YGR257C	2.2	4.8	61	0.16621253406
YPL018W	8.1	11.3	57	0.154054054054
YJR041C	2.0	9.1	218	0.185531914894
YDL248W	2.7	10.2	70	0.182291666667
YKR028W	3.6	5.1	187	0.18085106383
YKL037W	3.4	8.5	23	0.193277310924
YMR286W	3.7	5.5	8	0.0919540229885
YDL175C	10.3	14.8	78	0.226086956522
YKL168C	7.0	11.6	122	0.168275862069
YFL026W	2.2	4.7	91	0.210648148148
YDL102W	2.4	30.5	228	0.207650273224
YGL029W	2.1	2.6	10	0.0826446280992
YDL128W	2.4	4.4	66	0.160194174757
YPL098C	4.6	14.0	15	0.131578947368
YMR033W	3.5	3.8	97	0.207264957265
YGR262C	3.2	5.1	37	0.141221374046
YDR202C	12.5	20.0	58	0.164772727273
YGR215W	2.6	7.8	11	0.0990990990991
YCR082W	8.0	13.0	16	0.124031007752
YOR001W	1.9	4.2	125	0.17029972752
YLR276C	2.1	4.2	101	0.16974789916
YOL095C	2.3	4.8	126	0.178217821782
YNR022C	2.6	7.6	15	0.107142857143
YDR409W	12.5	19.7	188	0.20773480663
YBR221C	5.8	47.0	57	0.155313351499
YDR097C	2.6	14.6	222	0.178600160901
YJL121C	6.5	44.4	39	0.163179916318
YKL008C	2.2	4.2	92	0.219570405728
YBR103W	9.8	15.1	75	0.139925373134
YNR004W	3.9	7.4	26	0.176870748299
YPL032C	6.2	11.2	134	0.162227602906
YKL197C	3.8	30.9	181	0.17337164751
YMR020W	2.7	11.4	85	0.16699410609
YDR377W	6.2	10.1	23	0.225490196078
YPL045W	2.8	5.4	126	0.157697121402
YLR314C	4.2	20.1	79	0.151631477927
YOR327C	4.2	9.3	14	0.120689655172
YOL139C	2.9	7.7	31	0.144859813084
