Gene	PolyAHL	HL	UWCounts	UWFrac
YNL197C	7.3	13.8	276	0.139042821159
YLR439W	3.6	3.5	89	0.0928050052138
YCL051W	8.3	11.3	218	0.124500285551
YCR097W	7.0	16.7	71	0.186842105263
YLL013C	2.2	5.0	347	0.131489200455
YER038C	3.4	6.6	267	0.191535150646
YPR125W	1.2	3.4	194	0.142228739003
YBR007C	7.6	8.6	312	0.141176470588
YPL001W	7.7	14.6	201	0.178825622776
YJL038C	3.4	10.3	108	0.163884673748
YAL014C	4.4	8.9	95	0.123859191656
YBR243C	2.7	6.3	269	0.19985141159
YLR181C	4.7	5.2	140	0.141129032258
YBL056W	3.6	8.6	228	0.162162162162
YNL075W	2.6	4.4	126	0.144495412844
YJL012C	2.6	11.9	359	0.165819861432
YKR020W	3.3	6.1	49	0.0991902834008
YMR202W	4.1	14.9	100	0.149700598802
YMR004W	6.8	10.0	225	0.14657980456
YER083C	4.1	8.4	121	0.141190198366
YHR050W	3.8	6.3	275	0.166767738023
YPL176C	5.9	17.6	361	0.153551680136
YHR172W	3.7	4.9	415	0.16794819911
YFR013W	1.9	5.3	349	0.147693609818
YHR013C	2.4	4.6	103	0.143854748603
YOL040C	4.6	21.9	53	0.123831775701
YGL045W	4.2	8.1	214	0.13144963145
YCL035C	22.6	58.9	45	0.135542168675
YIL023C	5.4	10.9	146	0.140384615385
YBR229C	4.8	24.6	483	0.168645251397
YMR100W	4.7	4.9	297	0.159505907626
YLR455W	26.3	20.2	136	0.148796498906
YNL247W	4.2	48.2	352	0.15284411637
YOR054C	7.3	14.1	234	0.115612648221
YFR028C	2.1	3.2	258	0.155891238671
YDR292C	3.6	9.8	296	0.158713136729
YKR103W	13.6	20.0	717	0.196115973742
YMR194W	2.3	7.4	33	0.109271523179
YMR167W	2.4	6.7	371	0.16067561715
YOR249C	4.1	6.8	369	0.179387457462
YER117W	4.2	27.2	59	0.142857142857
YOR301W	2.8	14.0	155	0.118592195868
YKL218C	3.5	7.6	144	0.14693877551
YLL063C	2.7	5.2	205	0.143960674157
YOR276W	3.2	12.4	69	0.142268041237
YOR089C	6.6	15.8	83	0.131329113924
YMR180C	21.7	28.1	140	0.14553014553
YGL163C	6.7	12.0	377	0.139836795252
YBL021C	1.2	5.5	37	0.0852534562212
YLL045C	4.0	21.4	93	0.120779220779
YLR007W	2.8	4.0	144	0.142574257426
YNL305C	15.1	38.6	137	0.153415453527
YKR078W	1.3	2.8	283	0.161070005692
YOR191W	3.8	22.7	710	0.146120600947
YDR272W	5.1	13.7	123	0.14927184466
YLR103C	2.0	3.5	306	0.156762295082
YOR294W	1.4	2.9	73	0.119476268412
YEL062W	8.2	14.2	322	0.174336762317
YPR031W	1.2	2.3	368	0.163846838825
YLR038C	5.1	15.1	34	0.135458167331
YNL096C	2.0	4.7	72	0.125874125874
YER171W	2.2	4.0	409	0.175085616438
YDL047W	2.6	5.0	131	0.140106951872
YML046W	1.3	2.4	364	0.19269454738
YGL124C	2.1	4.2	344	0.177869700103
YMR276W	5.4	26.4	85	0.0758251561106
YDL160C-A	3.1	6.9	36	0.148760330579
YCR069W	4.4	8.7	131	0.137029288703
YKL027W	2.6	5.2	189	0.140729709605
YJL173C	3.0	8.3	53	0.14402173913
YDR152W	4.0	8.0	98	0.122961104141
YKL127W	3.6	19.7	286	0.167056074766
YDR309C	2.5	4.9	152	0.132059079062
YLR386W	4.2	27.3	454	0.171839515519
YLR371W	7.0	12.5	645	0.158476658477
YDL169C	8.6	11.8	84	0.125186289121
YER044C	5.4	10.4	84	0.188340807175
YMR072W	5.1	12.6	80	0.145190562613
YKR056W	1.2	2.2	309	0.161021365294
YGL011C	7.5	19.7	114	0.150395778364
YMR123W	3.7	7.7	50	0.135869565217
YLR183C	3.4	8.1	227	0.15452688904
YLR240W	6.5	24.7	445	0.16939474686
YOR039W	4.1	9.0	121	0.155927835052
YDL234C	8.0	25.6	348	0.155357142857
YGL080W	6.8	7.3	63	0.160714285714
YKL049C	3.2	5.5	86	0.124818577649
YBL002W	2.0	3.7	57	0.144303797468
YNR038W	0.9	2.2	288	0.152461619905
YCL029C	1.8	3.4	118	0.089258698941
YFL038C	8.6	37.5	72	0.116129032258
YJR131W	3.2	13.8	279	0.169193450576
YNR012W	2.2	5.2	252	0.167441860465
YNL110C	1.7	3.0	82	0.123867069486
YDR367W	2.1	3.1	147	0.221052631579
YIL053W	1.5	4.5	93	0.123670212766
YPL059W	3.7	7.5	68	0.150442477876
YGL253W	2.6	19.6	214	0.146575342466
YHL032C	7.7	23.5	240	0.112728980742
YAR002C-A	5.1	17.4	118	0.179059180577
YOR337W	1.9	4.3	339	0.148749451514
YHR118C	2.0	3.2	192	0.146901300689
YGR024C	3.9	6.2	142	0.199158485273
YOL023W	4.4	6.7	303	0.149261083744
YPL253C	4.3	13.2	288	0.148224395265
YER154W	2.2	9.5	144	0.119205298013
YEL036C	2.0	4.3	154	0.102529960053
YBR260C	2.3	4.7	292	0.146
YAL042W	4.6	15.5	134	0.107457898957
YAL035W	2.4	21.4	353	0.117353723404
YBR235W	4.2	9.8	609	0.181142177275
YIL162W	10.0	16.5	248	0.155193992491
YOL141W	1.6	5.3	355	0.170100622904
YBR195C	3.7	5.7	184	0.145110410095
YIL039W	3.8	10.2	230	0.161857846587
YGR122W	2.6	3.4	202	0.167218543046
YPL092W	6.5	11.7	268	0.19476744186
YMR315W	4.7	7.7	170	0.162059103908
YPL029W	1.1	3.3	338	0.152733845459
YDR384C	3.6	6.9	138	0.166868198307
YML007W	4.0	5.0	290	0.14856557377
YER063W	3.6	5.3	68	0.103658536585
YDR481C	4.1	12.4	232	0.136470588235
YER014W	6.3	16.4	232	0.143298332304
YPR041W	2.1	3.9	168	0.138044371405
YNL213C	3.9	3.6	81	0.125776397516
YKL006C-A	2.6	4.9	53	0.180887372014
YBR058C	3.8	19.0	390	0.16631130064
YLR024C	6.5	6.8	1007	0.179245283019
YLR071C	3.6	7.9	536	0.165024630542
YHL007C	2.5	5.5	331	0.117417523945
YDL064W	2.3	4.5	67	0.141649048626
YDL031W	2.1	7.1	425	0.142283227318
YDR514C	1.2	1.9	220	0.151619572708
YOR253W	3.5	29.9	85	0.160377358491
YDR033W	2.5	10.9	183	0.190228690229
YGL245W	8.3	56.7	301	0.141580432738
YGR006W	4.0	6.0	109	0.144370860927
YGL198W	4.3	7.3	91	0.128712871287
YBL091C-A	2.8	6.6	56	0.106261859583
YHR038W	4.5	4.7	109	0.157514450867
YML069W	4.6	13.8	266	0.160434258142
YKR019C	2.8	5.2	211	0.114239306984
YCR073C	1.9	4.8	607	0.151939924906
YLL015W	8.4	17.4	897	0.191707629835
YCL057W	5.0	29.2	341	0.159494855005
YBR005W	2.4	5.0	86	0.134165366615
YDL173W	3.8	6.3	91	0.102593010147
YAL016W	6.9	28.3	338	0.177241740954
YMR292W	2.5	7.0	110	0.264423076923
YHR011W	2.8	2.5	188	0.140298507463
YBR109C	8.2	29.8	57	0.128668171558
YBR172C	0.9	2.3	290	0.130513051305
YDR346C	3.0	6.8	202	0.139792387543
YJL010C	1.3	4.0	335	0.1675
YOL077W-A	3.3	9.3	27	0.131067961165
YHR146W	10.4	26.2	166	0.118826055834
YMR023C	2.3	5.0	263	0.166455696203
YBR189W	4.2	13.2	77	0.131175468484
YKL039W	6.6	10.7	291	0.185232336092
YKL064W	5.1	20.1	414	0.142316947405
YLR265C	6.7	7.7	189	0.183852140078
YKR022C	2.3	3.7	123	0.127066115702
YPL174C	2.6	4.4	436	0.167306216424
YOR070C	4.2	5.6	291	0.15211709357
YOL093W	2.4	3.8	89	0.101021566402
YOL042W	2.7	4.6	206	0.188817598533
YIL070C	3.6	8.2	137	0.17125
YNL245C	2.4	6.9	54	0.100185528757
YNR024W	2.3	3.0	64	0.114285714286
YLR329W	6.0	15.3	147	0.185138539043
YPL043W	1.2	2.9	247	0.120077783179
YKL002W	3.7	5.2	76	0.10888252149
YDR328C	10.1	23.9	46	0.0787671232877
YIR009W	2.3	5.1	46	0.137313432836
YBR154C	2.1	3.6	98	0.151468315301
YKR101W	4.5	7.0	330	0.168024439919
YER115C	5.5	12.1	84	0.146086956522
YHR124W	2.7	4.9	288	0.152947424323
YHR133C	3.7	9.7	179	0.204571428571
YER148W	4.7	8.9	107	0.148199445983
YMR240C	1.9	2.9	151	0.115267175573
YOR303W	2.1	3.4	184	0.148987854251
YIL087C	5.5	8.6	70	0.14799154334
YMR229C	1.9	33.9	840	0.161880901908
YLL038C	3.8	9.7	72	0.0969044414536
YOR056C	2.1	4.4	162	0.117476432197
YOR270C	5.5	21.8	459	0.181998413957
YBR201W	3.8	6.9	106	0.166929133858
YLL043W	4.4	10.3	308	0.15331010453
YGL161C	6.6	10.6	157	0.168454935622
YNL263C	4.3	10.3	159	0.16843220339
YDR128W	4.5	44.1	551	0.15989553105
YOR193W	6.9	8.0	233	0.206194690265
YER028C	3.7	5.2	151	0.127533783784
YMR052W	3.2	5.0	93	0.151465798046
YMR203W	4.1	9.9	193	0.165950128977
YDR225W	1.0	2.3	56	0.140703517588
YDR270W	3.6	5.1	530	0.175846051758
YOR181W	6.0	8.4	211	0.110994213572
YGR230W	2.6	4.0	48	0.116222760291
YPR062W	3.4	9.5	56	0.117647058824
YDR528W	2.0	3.7	187	0.147128245476
YER173W	2.3	3.2	312	0.157655381506
YBR091C	2.5	3.9	40	0.121580547112
YNL094W	3.8	5.2	284	0.161089052751
YGR047C	1.8	4.1	526	0.170945726357
YPL227C	1.8	2.7	186	0.185258964143
YDL010W	5.2	14.0	110	0.158273381295
YML019W	2.0	4.6	199	0.199398797595
YDL045C	6.9	8.6	157	0.170652173913
YLR163C	4.2	14.8	204	0.146974063401
YBL079W	3.5	7.1	791	0.175465838509
YNL056W	4.3	9.5	84	0.141652613828
YFL001W	1.5	3.0	222	0.167168674699
YKL025C	7.3	11.6	369	0.180971064247
YKL170W	4.2	3.3	53	0.127403846154
YLR384C	2.5	35.4	686	0.169424549271
YML099C	2.1	4.5	395	0.149507948524
YLR421C	4.1	8.4	70	0.148936170213
YLR090W	2.1	3.2	162	0.117476432197
YJR064W	3.5	9.1	252	0.149289099526
YML022W	2.7	6.7	102	0.181172291297
YJR031C	2.3	6.2	774	0.183151916706
YMR121C	4.0	9.0	65	0.105863192182
YGL017W	1.8	3.5	219	0.14493712773
YDL150W	2.3	4.1	126	0.0993690851735
YNL038W	2.2	4.5	135	0.195936139332
YHR001W-A	4.8	10.7	45	0.19313304721
YLR246W	3.9	5.9	185	0.171455050973
YLR359W	2.1	4.9	243	0.167817679558
YLR199C	3.8	7.4	140	0.168674698795
YIL142W	3.5	11.1	198	0.125078963992
YNL138W	7.0	55.6	216	0.136708860759
YDL236W	2.1	4.0	161	0.171641791045
YGL142C	3.9	5.0	411	0.222162162162
YGR179C	2.9	4.6	169	0.138524590164
YJR086W	10.6	13.2	48	0.144578313253
YHR188C	5.7	17.8	265	0.144650655022
YNL116W	13.2	28.9	217	0.138392857143
YDR361C	1.7	3.3	130	0.152761457109
YHR063C	5.3	15.7	193	0.169446883231
YGL255W	2.7	6.3	197	0.174336283186
YFR007W	4.7	9.0	183	0.172478793591
YLR333C	3.6	16.5	38	0.116564417178
YHR103W	3.7	7.3	391	0.152853792025
YGL077C	2.2	4.7	340	0.2010644589
YPL204W	3.7	5.6	211	0.14218328841
YIL009C-A	3.9	7.1	91	0.166972477064
YOR091W	2.8	5.0	79	0.076181292189
YAL040C	2.4	3.4	265	0.152123995408
YDR288W	5.3	6.9	158	0.173435784852
YNL284C	3.9	4.9	161	0.16632231405
YIL164C	3.4	5.4	68	0.113522537563
YOL143C	7.4	23.7	68	0.133595284872
YBR237W	7.9	20.7	379	0.148685759121
YBR197C	2.6	4.6	55	0.0842266462481
YHR147C	3.7	5.5	101	0.156832298137
YGR124W	3.5	21.8	237	0.137951105937
YDR003W	4.7	5.4	101	0.159810126582
YOR251C	3.8	9.3	147	0.160831509847
YPR181C	6.7	30.5	338	0.14657415438
YCL008C	4.5	11.5	118	0.101987899741
YOR107W	4.4	4.4	121	0.130247578041
YML005W	1.4	3.0	246	0.177233429395
YDL059C	2.4	3.1	98	0.13687150838
YOR204W	2.5	9.8	236	0.130099228225
YEL012W	8.3	9.8	90	0.137195121951
YBL040C	6.6	10.6	141	0.213960546282
YDR382W	5.7	22.8	34	0.102409638554
YDR483W	5.4	32.0	203	0.152861445783
YER061C	2.6	4.6	176	0.132530120482
YLR022C	2.0	3.5	108	0.143617021277
YLR073C	0.9	1.2	86	0.142857142857
YER183C	3.1	5.4	97	0.152755905512
YHR090C	4.8	4.8	95	0.112028301887
YOL021C	1.8	5.8	447	0.148752079867
YHR030C	2.6	4.6	230	0.15818431912
YBR295W	2.0	3.5	566	0.155068493151
YDR143C	4.2	7.8	218	0.118995633188
YHL015W	7.2	22.1	32	0.0876712328767
YNR050C	4.1	27.7	199	0.148507462687
YKL208W	2.4	4.8	107	0.131288343558
YGR004W	2.0	3.4	249	0.17939481268
YML110C	8.1	26.4	152	0.164680390033
YGL048C	6.0	12.3	158	0.129827444536
YGL243W	1.7	2.7	180	0.149750415973
YKL106W	2.2	3.3	232	0.171217712177
YPR029C	5.1	9.2	430	0.172137710168
YFL048C	8.2	11.7	202	0.151084517577
YLR117C	4.7	8.1	320	0.155113911779
YOR176W	4.3	38.4	185	0.156646909399
YOR109W	6.1	28.6	550	0.165513090581
YBL089W	3.7	4.9	283	0.205221174764
YDL084W	4.5	28.4	223	0.166417910448
YCL055W	2.4	6.4	154	0.152929493545
YGL116W	4.4	8.0	261	0.142467248908
YCR071C	4.2	5.1	57	0.129545454545
YDR175C	3.6	4.9	156	0.162669447341
YOR189W	2.7	5.9	37	0.105714285714
YPR121W	4.4	8.3	275	0.160069848661
YBR070C	4.5	5.7	127	0.178120617111
YNL315C	2.7	5.3	136	0.142259414226
YPR174C	13.6	24.6	63	0.0947368421053
YPL026C	1.0	2.0	237	0.157161803714
YKL062W	1.9	3.3	276	0.145877378436
YLR222C	1.4	3.9	396	0.161434977578
YDR093W	3.6	6.7	757	0.156469615544
YMR282C	4.1	4.7	306	0.175660160735
YIL109C	4.6	31.7	391	0.140647482014
YFL022C	4.3	25.3	179	0.118464592985
YJL156C	2.4	27.3	368	0.175321581706
YMR088C	3.5	7.1	349	0.206753554502
YJL069C	1.2	2.6	264	0.14798206278
YDR323C	3.5	5.0	241	0.15578539108
YER087W	4.9	9.5	255	0.147398843931
YLR285W	2.8	6.7	136	0.173248407643
YDL219W	5.5	16.1	73	0.161504424779
YKR024C	1.0	2.8	357	0.160233393178
YKL140W	6.4	14.3	285	0.173147023086
YOR076C	11.8	27.7	379	0.168970129291
YDR405W	3.4	6.6	84	0.106194690265
YCL031C	2.5	3.9	137	0.153415453527
YIL027C	3.8	4.8	76	0.178823529412
YLR459W	3.5	7.7	282	0.238175675676
YNR026C	2.1	4.7	220	0.155477031802
YOR311C	2.2	3.6	170	0.19495412844
YBR170C	10.8	59.4	268	0.153846153846
YDR458C	3.4	4.2	269	0.135107985937
YPL172C	2.6	2.8	233	0.167867435159
YKL193C	7.4	11.0	154	0.15157480315
YLR310C	8.8	15.3	800	0.167750052422
YNR008W	3.3	5.7	281	0.141561712846
YLR003C	1.9	3.5	151	0.172571428571
YER113C	4.1	7.2	412	0.194339622642
YHR122W	3.1	5.5	98	0.141007194245
YOR305W	3.4	7.5	117	0.160714285714
YIL085C	3.4	8.1	269	0.173213135866
YMR190C	8.9	17.8	611	0.140686161639
YLR325C	5.1	22.7	39	0.165254237288
YCR052W	2.8	5.3	150	0.103376981392
YOR272W	3.0	6.2	195	0.141099855282
YOR058C	4.3	5.4	424	0.159578471961
YOR358W	2.7	5.3	64	0.0879120879121
YCL032W	2.0	3.4	110	0.105769230769
YNL238W	4.9	9.9	369	0.150981996727
YJL198W	1.8	3.7	425	0.160680529301
YOR323C	4.7	22.9	208	0.151824817518
YLL041C	10.8	22.1	110	0.1375
YKR074W	6.8	11.5	68	0.145610278373
YER026C	2.9	5.2	163	0.196385542169
YMR201C	5.4	8.3	136	0.12197309417
YLR069C	3.7	6.6	342	0.149671772429
YDR069C	13.5	29.3	490	0.176258992806
YGR232W	6.4	13.9	123	0.179300291545
YEL066W	5.1	19.3	58	0.107606679035
YPR035W	1.2	4.3	139	0.125
YDR227W	3.0	5.1	532	0.130520117763
YDL130W-A	10.3	27.1	37	0.142307692308
YHL039W	2.3	5.2	336	0.191235059761
YOR157C	6.9	18.9	106	0.135031847134
YNL257C	4.9	10.1	628	0.17023583627
YCR072C	1.4	3.1	209	0.135100193924
YBR093C	3.7	5.9	207	0.147540983607
YPL225W	14.5	40.8	78	0.177272727273
YDL043C	2.0	4.9	127	0.15875
YLR299W	5.4	14.0	283	0.14278506559
YGL139W	2.5	4.5	429	0.178156146179
YDR156W	2.3	5.9	39	0.0944309927361
YKL172W	1.4	2.5	119	0.0927513639906
YNL336W	5.6	10.5	217	0.189519650655
YPR100W	4.2	8.3	57	0.135071090047
YLR096W	2.5	5.7	526	0.152773743828
YIL104C	1.0	1.9	222	0.145764937623
YKR052C	10.8	15.0	133	0.145514223195
YLR427W	2.4	5.3	286	0.142147117296
YEL064C	2.2	5.4	286	0.198335644938
YMR127C	2.2	4.0	163	0.160433070866
YIL140W	2.6	7.6	384	0.155402670983
YLR197W	2.9	6.3	250	0.165125495376
YJL204C	2.6	6.6	493	0.195479777954
YLR244C	3.8	14.2	169	0.145313843508
YJR084W	2.8	4.9	189	0.148701809599
YLR233C	3.5	4.8	363	0.172939494998
YDL238C	7.3	28.0	213	0.144996596324
YGL084C	3.4	5.1	352	0.209274673008
YPR033C	3.7	34.6	248	0.151219512195
YLR382C	3.7	5.0	382	0.142324888227
YDR363W	1.9	3.2	183	0.133576642336
YNL163C	2.6	14.2	529	0.158763505402
YFR005C	1.9	3.5	235	0.174591381872
YFR050C	3.9	6.8	119	0.14875
YOL058W	1.3	3.2	183	0.14500792393
YAR019C	6.9	15.3	468	0.160054719562
YGL071W	3.5	4.6	265	0.127895752896
YGL257C	2.8	6.2	307	0.183174224344
YGR020C	5.7	19.6	53	0.148876404494
YAL046C	3.0	9.9	27	0.0758426966292
YDR198C	1.7	2.9	252	0.175121612231
YAL039C	2.8	5.3	67	0.0828182941904
YER060W	4.9	10.3	316	0.199243379571
YHR141C	4.1	19.8	40	0.125
YPL128C	2.7	2.8	228	0.135071090047
YJL091C	3.7	15.5	324	0.220108695652
YBR191W	3.5	21.5	67	0.139004149378
YGL100W	2.8	4.5	153	0.145853193518
YJR090C	11.4	40.0	591	0.171056439942
YDR485C	4.5	8.2	291	0.121910347717
YPR183W	4.5	24.1	93	0.115815691158
YOR206W	1.9	4.8	339	0.159005628518
YDR525W-A	2.2	3.1	52	0.217573221757
YLR075W	4.1	28.7	82	0.123308270677
YLR020C	2.2	3.1	275	0.170173267327
YIL013C	11.8	36.2	783	0.184887839433
YPL206C	6.7	13.5	156	0.161658031088
YDL060W	1.8	5.0	328	0.138630600169
YHR032W	1.9	4.4	214	0.122636103152
YEL032W	1.2	4.6	362	0.124185248714
YHR203C	4.8	25.6	106	0.135031847134
YML112W	2.0	2.5	111	0.124719101124
YGL241W	2.6	11.1	546	0.181154611812
YPR176C	2.5	5.2	181	0.185261003071
YDR057W	2.4	6.9	248	0.152334152334
YJL036W	8.1	11.6	182	0.143194335169
YER009W	7.0	26.4	63	0.167108753316
YLR115W	2.4	4.0	388	0.150445909267
YNL199C	2.3	4.3	208	0.129675810474
YCR026C	3.6	5.7	339	0.152154398564
YBL052C	1.9	2.7	398	0.159519038076
YNL317W	2.3	5.1	191	0.13672154617
YBR009C	1.9	4.4	47	0.151125401929
YHR052W	1.0	1.8	190	0.16814159292
YKR026C	2.2	3.3	154	0.167938931298
YJR043C	1.3	2.6	132	0.125475285171
YNL073W	3.6	7.0	267	0.154335260116
YNL328C	2.3	3.5	52	0.118181818182
YJL014W	2.0	7.8	229	0.1427680798
YGR217W	3.5	7.3	1189	0.194312796209
YOR174W	2.6	4.4	107	0.125292740047
YNL015W	12.9	15.7	23	0.101321585903
YCR084C	3.5	8.0	258	0.120504437179
YDR204W	15.7	27.0	145	0.143992055611
YJL109C	2.4	16.2	1065	0.200602750047
YER089C	4.5	10.7	144	0.103299856528
YOR074C	4.3	12.8	151	0.165207877462
YPL028W	5.1	23.5	167	0.139632107023
YDR150W	14.4	39.4	1092	0.132427843803
YAR008W	1.9	3.1	130	0.157194679565
YBR158W	3.6	4.0	270	0.163735597332
YOL097C	3.1	10.5	194	0.149460708783
YNR020C	2.2	3.5	119	0.146551724138
YBR258C	2.0	6.1	58	0.135514018692
YAL007C	4.0	10.1	122	0.1885625966
YBR223C	3.4	4.5	229	0.140146878825
YNL241C	3.3	8.2	170	0.112063282795
YJL154C	4.3	16.0	476	0.167960479887
YDR091C	1.6	4.8	317	0.173603504929
YJL123C	7.7	19.8	159	0.110724233983
YIR005W	3.9	5.3	72	0.161434977578
YPL047W	2.8	3.5	42	0.140468227425
YPL188W	7.1	23.8	207	0.166398713826
YLR287C-A	5.3	28.6	23	0.120418848168
YFR026C	3.7	3.3	77	0.151277013752
YPL036W	7.7	14.1	459	0.161449173408
YJL165C	5.8	16.7	336	0.130892091936
YKL191W	3.0	8.0	217	0.135286783042
YNR006W	4.3	9.3	234	0.125267665953
YHR120W	2.3	6.0	503	0.174713442167
YDR530C	7.4	11.1	112	0.114636642784
YER111C	4.2	26.2	475	0.144772935081
YER144C	4.0	5.7	405	0.167563094746
YOL039W	3.9	16.7	41	0.128125
YIL083C	3.0	7.0	179	0.163172288058
YHL011C	2.9	5.5	164	0.170478170478
YPL060W	3.9	5.1	201	0.161966156326
YDR411C	7.4	12.4	159	0.15512195122
YBR205W	3.6	11.5	178	0.146622734761
YOR321W	4.5	18.9	388	0.171605484299
YLR136C	4.5	8.5	111	0.129521586931
YML015C	3.9	9.7	117	0.1125
YOR197W	4.9	14.6	183	0.140986132512
YKR089C	9.0	21.6	424	0.155197657394
YKR072C	3.5	4.1	176	0.104265402844
YDL014W	1.7	4.6	134	0.136317395727
YGR234W	2.7	12.4	186	0.155129274395
YMR178W	4.2	10.0	125	0.151699029126
YDR395W	3.9	51.5	529	0.186661961891
YNL090W	4.2	15.7	90	0.155709342561
YOR307C	4.1	14.9	282	0.207200587803
YDR036C	2.5	8.7	229	0.152463382157
YFL005W	4.2	12.1	99	0.153013910355
YMR152W	10.9	25.2	185	0.168641750228
YMR125W	2.2	9.1	522	0.201934235977
YMR029C	7.9	17.8	245	0.15595162317
YNL225C	2.5	4.0	249	0.142693409742
YPR102C	3.4	16.2	66	0.125954198473
YNL188W	0.9	2.0	191	0.146810146042
YDR303C	3.8	7.8	504	0.189687617614
YPL086C	2.5	8.1	282	0.168559473999
YLL003W	2.4	3.3	470	0.165492957746
YLR425W	10.7	13.2	663	0.16900331379
YDR221W	4.1	15.6	325	0.154174573055
YPL008W	2.0	3.5	434	0.167891682785
YMR078C	3.8	19.7	343	0.154157303371
YLR094C	1.1	2.0	168	0.111405835544
YBR037C	3.9	5.7	126	0.142051860203
YJR060W	4.8	24.0	76	0.0720379146919
YLR195C	4.1	11.3	230	0.16825164594
YLR231C	4.5	23.3	216	0.158706833211
YKL016C	4.4	8.5	68	0.129770992366
YPL111W	3.2	10.3	112	0.111888111888
YKL174C	2.8	5.3	378	0.203663793103
YLR380W	3.4	7.2	134	0.109298531811
YMR012W	3.0	50.4	644	0.168014609966
YER093C	8.0	13.8	692	0.161230195713
YDL201W	2.0	3.2	120	0.139534883721
YDR468C	3.6	7.7	95	0.140949554896
YFR003C	7.9	11.9	37	0.0792291220557
YIL033C	5.3	12.4	145	0.116
YOR368W	3.7	4.4	200	0.165975103734
YGR128C	1.8	3.8	406	0.189631013545
YIL048W	4.7	16.3	664	0.192185238784
YLR441C	3.1	17.8	114	0.148631029987
YOL056W	1.1	2.3	123	0.135016465423
YFR052W	6.7	14.0	127	0.154126213592
YOR026W	17.9	15.9	161	0.157073170732
YGL073W	6.3	11.9	355	0.141943222711
YGR106C	4.1	13.8	150	0.188205771644
YGL086W	2.8	5.1	339	0.150733659404
YAL044C	8.2	28.0	52	0.1015625
YPR081C	5.2	14.5	288	0.155172413793
YDR284C	3.8	6.9	165	0.189873417722
YJL097W	3.9	7.6	131	0.200612557427
YOR048C	2.6	15.9	444	0.14701986755
YHR143W	2.1	7.2	186	0.190378710338
YCL004W	4.6	12.0	268	0.17124600639
YPL042C	3.9	5.2	234	0.140371925615
YDR430C	8.5	51.5	498	0.167733243516
YDR487C	2.9	8.1	79	0.126198083067
YPR185W	8.0	14.5	314	0.141696750903
YER065C	4.7	4.9	197	0.117752540347
YLR077W	2.4	4.9	230	0.131353512279
YBR056W	11.9	44.3	251	0.166777408638
YHR034C	3.5	5.8	113	0.109284332689
YBL019W	4.7	9.1	250	0.160051216389
YOL070C	3.0	9.0	164	0.108970099668
YJL085W	4.4	7.7	316	0.168893639765
YNR054C	2.1	4.2	99	0.104210526316
YDR130C	4.8	12.8	104	0.118857142857
YIL015W	2.0	7.0	292	0.165626772547
YEL030W	3.8	17.5	291	0.150465356774
YML114C	1.9	3.9	169	0.110313315927
YHR201C	3.3	5.2	177	0.148365465214
YNL299W	1.1	1.6	252	0.130705394191
YNL311C	1.2	3.4	395	0.172413793103
YJL030W	4.1	9.7	88	0.149152542373
YDR165W	2.1	4.3	222	0.166416791604
YBR074W	2.4	12.0	560	0.191126279863
YOR150W	4.2	6.2	78	0.158859470468
YML036W	2.9	5.9	94	0.17247706422
YDL088C	4.9	13.4	229	0.144388398487
YLR113W	5.4	12.6	191	0.146136189748
YDL197C	5.9	6.5	152	0.0963855421687
YER130C	0.9	1.1	210	0.157776108189
YER165W	3.3	41.7	227	0.130986728217
YMR106C	2.2	2.6	253	0.133933298041
YCL059C	3.7	8.6	138	0.145263157895
YGL112C	2.5	4.9	274	0.176774193548
YDL008W	2.5	4.4	60	0.120724346076
YBL050W	5.1	8.3	137	0.156036446469
YGR102C	7.6	16.1	62	0.112522686025
YJR014W	7.3	16.9	61	0.102348993289
YGR257C	2.2	4.8	163	0.148181818182
YPL018W	8.1	11.3	162	0.14607754734
YJR041C	2.0	9.1	681	0.19324631101
YDL248W	2.7	10.2	214	0.185925282363
YKR028W	3.6	5.1	469	0.151241534989
YKL037W	3.4	8.5	65	0.182584269663
YMR286W	3.7	5.5	33	0.126923076923
YDL175C	10.3	14.8	146	0.141199226306
YKL168C	7.0	11.6	324	0.149034038638
YFL026W	2.2	4.7	241	0.1861003861
YDL102W	2.4	30.5	584	0.177345885211
YGL029W	2.1	2.6	28	0.0773480662983
YDL128W	2.4	4.4	222	0.17975708502
YPL098C	4.6	14.0	39	0.114369501466
YMR033W	3.5	3.8	248	0.176764076978
YGR262C	3.2	5.1	108	0.137579617834
YDR202C	12.5	20.0	168	0.159241706161
YGR215W	2.6	7.8	41	0.123493975904
YCR082W	8.0	13.0	57	0.147668393782
YOR001W	1.9	4.2	337	0.153112221717
YLR276C	2.1	4.2	300	0.168161434978
YOL095C	2.3	4.8	361	0.170283018868
YNR022C	2.6	7.6	51	0.121718377088
YDR409W	12.5	19.7	389	0.143330876934
YBR221C	5.8	47.0	163	0.148181818182
YDR097C	2.6	14.6	578	0.155042918455
YJL121C	6.5	44.4	95	0.132681564246
YKL008C	2.2	4.2	258	0.205414012739
YBR103W	9.8	15.1	222	0.138145612943
YNR004W	3.9	7.4	79	0.179545454545
YPL032C	6.2	11.2	353	0.14251110214
YKL197C	3.8	30.9	491	0.156818907697
YMR020W	2.7	11.4	246	0.16120576671
YDR377W	6.2	10.1	57	0.186885245902
YPL045W	2.8	5.4	422	0.17612687813
YLR314C	4.2	20.1	217	0.138924455826
